"name","bpm","genre","start time","end time","playtime","deck"
"Get Busy (Cesar Castilla Disco House Edit) (Clean)","122","Nu Disco","6:16:44 PM CDT","6:22:53 PM CDT","00:06:09","2"
"Temperature (Intro Clean)","125","Dancehall","6:18:26 PM CDT","6:21:05 PM CDT","00:02:39","1"
"Starships (Deville Jamming House Edit) Clean","126","Pop/Dance","6:21:05 PM CDT","6:25:30 PM CDT","00:04:25","1"
"Work (Jesus Fernandez Remix) (Clean Extended)","124","Tech House","6:23:51 PM CDT","6:26:37 PM CDT","00:02:46","2"
"Baby Got Back (Intro Dirty)","128","Hip Hop","6:25:30 PM CDT","6:28:00 PM CDT","00:02:30","1"
"Anaconda (Intro Dirty)","130","Hip Hop","6:26:37 PM CDT","6:30:28 PM CDT","00:03:51","2"
"Low (Intro Dirty)","128","Hip Hop","6:28:01 PM CDT","6:31:23 PM CDT","00:03:22","1"
"Super Freak (Cesar Castilla Guitar Intro) (Clean Extended)","131","Funk","6:30:47 PM CDT","6:33:21 PM CDT","00:02:34","2"
"Super Freaky Girl (Muzik Junkies Halloween Edit) (Clean Extended)","133","Hip Hop","6:31:23 PM CDT","6:34:47 PM CDT","00:03:24","1"
"Fergalicious (Intro Dirty)","129","Pop","6:33:21 PM CDT","6:36:57 PM CDT","00:03:36","2"
"NOKIA (Club Killers Party Booster) Dirty","128","Hip-Hop/Dance","6:34:47 PM CDT","6:38:50 PM CDT","00:04:03","1"
"Lose Control (Cesar Castilla Break Intro) (Dirty Extended)","125","Hip Hop","6:36:57 PM CDT","6:41:25 PM CDT","00:04:28","2"
"Don't Stop The Music (Intro Clean)","123","Pop","6:38:50 PM CDT","6:44:31 PM CDT","00:05:41","1"
"Gas Pedal (R-You Bootleg) (Dirty Extended)","124","Tech House","6:41:25 PM CDT","6:45:15 PM CDT","00:03:50","2"
"Somebody That I Used To Know (Tiger Toast Remix) Clean","130","House","6:44:31 PM CDT","6:48:16 PM CDT","00:03:45","1"
"Anxiety (DJ Nasa Remix) (Dirty Extended)","129","Pop","6:45:15 PM CDT","6:49:02 PM CDT","00:03:47","2"
"No Hands (Intro Dirty)","132","Hip Hop","6:48:16 PM CDT","6:53:40 PM CDT","00:05:24","1"
"This Is How We Do It (Intro Clean)","104","Hip Hop","6:51:53 PM CDT","6:56:19 PM CDT","00:04:26","2"
"Give It To Me (Intro Dirty)","111","Hip Hop","6:53:40 PM CDT","6:59:05 PM CDT","00:05:25","1"
"Candy (Intro Clean)","110","R&B","6:56:19 PM CDT","7:01:34 PM CDT","00:05:15","2"
"Hot In Herre (Intro Dirty)","107","Hip Hop","6:59:05 PM CDT","7:04:03 PM CDT","00:04:58","1"
"Gimme The Light (Intro Dirty)","107","Dancehall","7:01:34 PM CDT","7:05:20 PM CDT","00:03:46","2"
"Replay (Frequency X 'Lonely At The Top' Afro Blend) Clean","105","Afrobeat","7:04:03 PM CDT","7:06:15 PM CDT","00:02:12","1"
"Sunflower (Cesar Castilla Blend) (Clean Extended)","105","Afrobeat","7:05:20 PM CDT","7:07:52 PM CDT","00:02:32","2"
"Yeah! (Intro Clean)","105","Hip Hop","7:06:15 PM CDT","7:11:02 PM CDT","00:04:47","1"
"Bananza (Belly Dancer) [12"" Version]","105","R&B/Soul","7:07:52 PM CDT","7:13:32 PM CDT","00:05:40","2"
"Espresso (Ardent 'Black Coffee' Intro) Dirty","104","Pop / Top 40","7:11:02 PM CDT","7:15:47 PM CDT","00:04:45","1"
"Disco Inferno (Even Steve Funk Edit) Intro - Dirty","103","Funk / Hip Hop","7:13:32 PM CDT","7:16:51 PM CDT","00:03:19","2"
"The Humpty Dance (Intro Clean)","104","Hip Hop","7:15:47 PM CDT","7:19:55 PM CDT","00:04:08","1"
"Poison (Intro Dirty)","112","R&B","7:16:51 PM CDT","7:22:16 PM CDT","00:05:25","2"
"Window Shopper (Bustin Timberfake Disco Remix) Clean","108","Nu Disco","7:20:21 PM CDT","7:24:04 PM CDT","00:03:43","1"
"JUMPIN (Intro Clean)","118","Latin Pop","7:22:16 PM CDT","7:26:09 PM CDT","00:03:53","2"
"Cake By The Ocean (Intro Clean)","119","Top 40","7:24:04 PM CDT","7:28:01 PM CDT","00:03:57","1"
"So What (Intro Dirty)","120","Hip Hop","7:26:09 PM CDT","7:30:49 PM CDT","00:04:40","2"
"Sugar (Intro Dirty)","120","Pop","7:28:01 PM CDT","7:33:44 PM CDT","00:05:43","1"
"Mutt (Bustin Timberfake Nu Disco Banger) Dirty","120","Nu Disco","7:30:49 PM CDT","7:36:23 PM CDT","00:05:34","2"
"TiK ToK","120","Pop","7:34:40 PM CDT","7:37:50 PM CDT","00:03:10","1"
"Nuthin' But A G Thang (Alex Dreamz Remix) Dirty Dub","120","Tech House","7:36:40 PM CDT","7:40:15 PM CDT","00:03:35","2"
"WTF (Where They From) (Intro Clean)","121","Hip Hop","7:39:14 PM CDT","7:42:47 PM CDT","00:03:33","1"
"Blurred Lines (Intro Outro) (Clean)","120","Mainstream","7:40:58 PM CDT","7:45:07 PM CDT","00:04:09","2"
"Caroline (Intro Dirty)","120","Hip Hop","7:44:17 PM CDT","7:47:34 PM CDT","00:03:17","1"
"Don't Cha (Remix) (Intro Dirty)","120","R&B","7:45:07 PM CDT","7:51:53 PM CDT","00:06:46","2"
"Mystical Magical (Intro Clean)","120","Pop","7:47:34 PM CDT","7:53:40 PM CDT","00:06:06","1"
"Dynamite (Intro Clean)","120","Pop","7:51:53 PM CDT","7:58:20 PM CDT","00:06:27","2"
"Don't Stop Believin'","121","Rock","7:53:55 PM CDT","8:00:15 PM CDT","00:06:20","1"
"Big Poppa (Father and Son Edit) (Clean Extended)","122","Tech House","7:58:20 PM CDT","8:02:03 PM CDT","00:03:43","2"
"Never Too Much (Ardent Nu-Disco Edit) Clean","123","Nu Disco","8:00:15 PM CDT","8:03:44 PM CDT","00:03:29","1"
"Pink Pony Club (JD Live House Bootleg) Clean","124","House","8:02:18 PM CDT","8:06:43 PM CDT","00:04:25","2"
"Silly Games (Cesar Castilla Tulum Selection Edit) (Clean)","124","House","8:04:00 PM CDT","8:09:37 PM CDT","00:05:37","1"
"Return Of The Mack (Duke Jones Remix)","124","Dance","8:06:43 PM CDT","8:11:15 PM CDT","00:04:32","2"
"Touch The Sky (R-You Bootleg) (Clean Extended)","124","Tech House","8:09:37 PM CDT","8:12:40 PM CDT","00:03:03","1"
"Area Codes (JD Live Bootleg) Dirty","124","Tech House","8:11:15 PM CDT","8:16:05 PM CDT","00:04:50","2"
"Nervous (Xan Griffin Remix) (Clean Extended)","124","Dance Pop","8:12:40 PM CDT","8:17:21 PM CDT","00:04:41","1"
"Pour It Up (R-You Bootleg) (Clean Extended)","125","Dance Pop","8:16:05 PM CDT","8:19:49 PM CDT","00:03:44","2"
"Boom Boom Pow (Intro Dirty)","130","Hip Hop","8:17:44 PM CDT","8:21:57 PM CDT","00:04:13","1"
"Krazy (Intro Clean)","125","Hip Hop","8:19:49 PM CDT","8:24:13 PM CDT","00:04:24","2"
"Like A G6 (Intro Clean)","125","Pop","8:21:57 PM CDT","8:27:32 PM CDT","00:05:35","1"
"Memories (Refresh Personal Edit) (Dirty Extended)","130","Dance Pop","8:24:52 PM CDT","8:29:55 PM CDT","00:05:03","2"
"Pony","71","R&B/Soul","8:27:32 PM CDT","8:32:23 PM CDT","00:04:51","1"
"Good Good (Intro Dirty)","70","Hip Hop","8:29:55 PM CDT","8:35:15 PM CDT","00:05:20","2"
"I Love My Country (Intro Clean)","70","Country","8:33:09 PM CDT","8:37:54 PM CDT","00:04:45","1"
"TGIF (Cesar Castilla R&B Blend) (Dirty Extended)","70","R&B","8:35:15 PM CDT","8:35:48 PM CDT","00:00:33","2"
"TGIF (Cesar Castilla R&B Blend) (Clean Extended)","70","R&B","8:35:48 PM CDT","8:38:53 PM CDT","00:03:05","2"
"Slippery (Intro Clean)","71","Hip Hop","8:37:54 PM CDT","8:40:34 PM CDT","00:02:40","1"
"On My Level (Intro Clean)","72","Hip Hop","8:39:11 PM CDT","8:41:40 PM CDT","00:02:29","2"
"Swag Surfin' (Intro Clean)","72","Hip Hop","8:40:34 PM CDT","8:43:32 PM CDT","00:02:58","1"
"Chris Brown - Deuces (Lyrics) Ft. Tyga, Kevin McCall","74","R&B","8:41:40 PM CDT","8:47:05 PM CDT","00:05:25","2"
"Bottoms Up (Intro Clean)","74","Top 40","8:43:32 PM CDT","8:49:46 PM CDT","00:06:14","1"
"BedRock (Intro Dirty)","74","Hip Hop","8:47:05 PM CDT","8:52:04 PM CDT","00:04:59","2"
"Lollipop (Intro Clean)","74","Hip Hop","8:49:46 PM CDT","8:54:37 PM CDT","00:04:51","1"
"Beez In The Trap (Intro Dirty)","75","Hip Hop","8:52:04 PM CDT","8:56:38 PM CDT","00:04:34","2"
"Whatever You Like (Intro Dirty)","75","Hip Hop","8:54:37 PM CDT","8:58:56 PM CDT","00:04:19","1"
"Party Like A Rock Star (Explicit)","","","8:56:38 PM CDT","9:00:56 PM CDT","00:04:18","2"
"Teach Me How To Dougie (Intro Dirty)","85","Top 40","8:59:21 PM CDT","9:05:30 PM CDT","00:06:09","1"
"What Them Girls Like (Intro Dirty)","85","Hip Hop","9:00:56 PM CDT","9:01:58 PM CDT","00:01:02","2"
"Wobble Baby (Intro Dirty)","95","Hip Hop","9:02:04 PM CDT","9:08:28 PM CDT","00:06:24","2"
"Flex (Remix) (Intro Clean)","121","Hip Hop","9:05:54 PM CDT","9:10:22 PM CDT","00:04:28","1"
"So What (Intro Dirty)","120","Hip Hop","9:08:28 PM CDT","9:12:43 PM CDT","00:04:15","2"
"Hypnotized (Intro Dirty)","117","Hip Hop","9:10:22 PM CDT","9:14:41 PM CDT","00:04:19","1"
"Promiscuous (Refresh Epic Intro) (Clean Extended)","114","Pop","9:12:43 PM CDT","9:16:15 PM CDT","00:03:32","2"
"One, Two Step (feat. Missy Elliott)","113","R&B/Soul","9:14:41 PM CDT","9:19:47 PM CDT","00:05:06","1"
"NISSAN ALTIMA (Intro Clean)","117","Hip Hop","9:16:15 PM CDT","9:21:45 PM CDT","00:05:30","2"
"Mezcal Bounce (Extended Mix) Clean","132","House","9:20:23 PM CDT","9:23:30 PM CDT","00:03:07","1"
"Hollaback Too Much (David Puentez Mashup) (Dirty Extended)","128","Mash Ups","9:21:45 PM CDT","9:24:58 PM CDT","00:03:13","2"
"Can't Tell Me Nothing (DJ Nasa Remix) (Clean Extended)","128","Tech House","9:23:30 PM CDT","9:27:56 PM CDT","00:04:26","1"
"Mercy (Mike Gray Remix) (Clean)","128","Dance","9:24:58 PM CDT","9:29:58 PM CDT","00:05:00","2"
"Shot Busters (Halloween Party Starter) (Dirty) (Extended)","128","House","9:27:56 PM CDT","9:31:43 PM CDT","00:03:47","1"
"Massive (KREAM Remix) (Clean Extended)","125","House","9:29:58 PM CDT","9:34:05 PM CDT","00:04:07","2"
"Bodak Yellow (Los Dutis House Remix) (Dirty Extended)","125","House","9:31:43 PM CDT","9:38:47 PM CDT","00:07:04","1"
"Crazy - Beatz Freq Get Down Edit","125","Bass House","9:34:05 PM CDT","9:40:44 PM CDT","00:06:39","2"
"Thong Song (Deville Poolside Mix) Dirty","125","Pop/House","9:38:47 PM CDT","9:41:51 PM CDT","00:03:04","1"
"Fuego (Explicit)","135","","9:40:54 PM CDT","9:45:17 PM CDT","00:04:23","2"
"Hotel Room Service","126","","9:41:51 PM CDT","9:48:04 PM CDT","00:06:13","1"
"That's What I Like (Intro Dirty)","134","Pop","9:45:17 PM CDT","9:51:07 PM CDT","00:05:50","2"
"Glamorous (Intro Dirty)","131","Pop","9:49:22 PM CDT","9:53:00 PM CDT","00:03:38","1"
"Messy (BVRNOUT Remix) Dirty","130","Pop Dance Remix","9:51:07 PM CDT","9:55:00 PM CDT","00:03:53","2"
"Party (Cesar Castilla Jump Off Edit) (Clean)","130","Tech House","9:53:00 PM CDT","9:55:44 PM CDT","00:02:44","1"
"Sexy Bitch (Smassh Epic Synth Quick Hitter) Dirty","130","Dance","9:55:00 PM CDT","9:58:05 PM CDT","00:03:05","2"
"OMG (Intro Clean)","130","Dance Pop","9:55:44 PM CDT","10:01:30 PM CDT","00:05:46","1"
"Stephanie (Extended Mix) Dirty","130","House","9:58:05 PM CDT","10:05:04 PM CDT","00:06:59","2"
"Sexy & I Know It (Intro Clean)","130","Pop","10:01:30 PM CDT","10:07:54 PM CDT","00:06:24","1"
"Maneater (Rob Rivera Remix) (Clean Extended)","125","Tech House","10:06:25 PM CDT","10:09:22 PM CDT","00:02:57","2"
"Somebody's Watching Me (DJ Nasa Epic Intro) (Clean Extended)","124","Pop","10:07:54 PM CDT","10:12:14 PM CDT","00:04:20","1"
"Birthday Bitch (Mr. Collipark Remix) (Dirty Extended)","100","Hip Hop","10:10:20 PM CDT","10:13:25 PM CDT","00:03:05","2"
"I Wanna Love You (Intro Dirty)","100","Hip Hop","10:12:14 PM CDT","10:14:30 PM CDT","00:02:16","1"
"Blow The Whistle (Intro Outro) (Clean)","100","Hip Hop","10:13:25 PM CDT","10:15:48 PM CDT","00:02:23","2"
"Tap In (Intro Dirty)","100","Hip Hop","10:14:30 PM CDT","10:16:43 PM CDT","00:02:13","1"
"Freek-A-Leek","105","Hip-Hop/Rap","10:15:48 PM CDT","10:19:06 PM CDT","00:03:18","2"
"Goodies (feat. Petey Pablo)","102","R&B/Soul","10:16:43 PM CDT","10:20:45 PM CDT","00:04:02","1"
"Back That Azz Up (DJ Nasa Epic Intro) (Dirty Extended)","96","Hip Hop","10:19:06 PM CDT","10:22:25 PM CDT","00:03:19","2"
"Wait (The Whisper Song)","102","Hip-Hop/Rap","10:20:45 PM CDT","10:23:37 PM CDT","00:02:52","1"
"Work It (Refresh Epic Intro) (Dirty Extended)","102","Hip Hop","10:22:25 PM CDT","10:24:58 PM CDT","00:02:33","2"
"Shake Dat (Intro Dirty)","102","Hip Hop","10:23:51 PM CDT","10:26:28 PM CDT","00:02:37","1"
"Get Low (feat. Ying Yang Twins)","101","Dirty South","10:24:58 PM CDT","10:27:50 PM CDT","00:02:52","2"
"Big Poppa (BPM Supreme 'Pool Side' Remix) (Dirty Extended)","100","Hip Hop","10:26:28 PM CDT","10:28:28 PM CDT","00:02:00","1"
"Get Ur Freak On - Tall Boys Remix (Dirty)","100","Hip Hop","10:27:50 PM CDT","10:29:48 PM CDT","00:01:58","2"
"Put Your Hands Where My Eyes Could See - Anthem Kingz Dicmatized Edit (Dirty)","101","Hip Hop","10:28:40 PM CDT","10:31:51 PM CDT","00:03:11","1"
"Yeah 3x (Explicit)","130","","10:30:58 PM CDT","10:34:44 PM CDT","00:03:46","2"
"What's It Gonna Be","116","R&B","10:32:39 PM CDT","10:37:25 PM CDT","00:04:46","1"
"Closer (Intro Clean)","126","R&B","10:34:44 PM CDT","10:40:32 PM CDT","00:05:48","2"
"Made For Me (Remix) (Intro Clean)","120","R&B","10:37:25 PM CDT","10:41:57 PM CDT","00:04:32","1"
"Oui (Clean)","120","R&B","10:40:32 PM CDT","10:44:07 PM CDT","00:03:35","2"
"Down (feat. Lil Wayne)","132","R&B/Soul","10:43:31 PM CDT","10:47:48 PM CDT","00:04:17","1"
"Good Love (Intro Dirty)","130","Hip Hop","10:44:07 PM CDT","10:49:05 PM CDT","00:04:58","2"
"The Dress Code Is Take It Off (Deville Wordplay Edit) Clean","128","Tech House","10:47:48 PM CDT","10:50:50 PM CDT","00:03:02","1"
"Low Rider (Kyle Watson Remix)","129","Tech House","10:49:31 PM CDT","10:53:06 PM CDT","00:03:35","2"
"Express Yourself (Mochakk Remix) (Clean Extended)","128","Tech House","10:51:02 PM CDT","10:54:07 PM CDT","00:03:05","1"
"We Found Love (Cesar Castilla Miami Sunset Edit) (Clean Extended)","128","Tech House","10:53:06 PM CDT","10:55:46 PM CDT","00:02:40","2"
"Sticky (Cesar Castilla 'Calypso' Vip Edit) (Dirty)","128","Tech House","10:54:07 PM CDT","","","1"
"I Gotta Feeling (Intro Clean)","128","Pop","10:55:46 PM CDT","3:39:50 PM CDT","16:44:04","2"
"Can't Feel My Face (Rivas 'Ocean' Edit) (Clean Extended)","128","Tech House","10:58:13 PM CDT","3:39:50 PM CDT","16:41:37","1"
"Can't Feel My Face (Rivas 'Ocean' Edit) (Clean Extended)","128","Tech House","3:39:50 PM CDT","3:46:47 PM CDT","00:06:57","2"
"Can't Feel My Face (Rivas 'Ocean' Edit) (Clean Extended)","128","Tech House","3:39:50 PM CDT","3:46:49 PM CDT","00:06:59","1"
"On & On (Intro Clean)","80","R&B","3:46:49 PM CDT","4:28:00 PM CDT","00:41:11","1"
"Bringin' On The Heartbreak","77","","4:13:45 PM CDT","4:21:57 PM CDT","00:08:12","2"
"Unfoolish (Intro Clean)","91","R&B","4:23:07 PM CDT","4:35:35 PM CDT","00:12:28","2"
"Pour Some Sugar On Me (Intro Clean)","85","Rock","4:30:57 PM CDT","4:37:46 PM CDT","00:06:49","1"
"Love The Way You Lie (Intro Clean)","87","Hip Hop","4:35:35 PM CDT","4:49:41 PM CDT","00:14:06","2"
"Billionaire (Intro Clean)","87","Pop / Top 40","4:37:46 PM CDT","5:00:26 PM CDT","00:22:40","1"
"Beverly Hills (Intro Clean)","88","Rock","4:49:41 PM CDT","5:04:19 PM CDT","00:14:38","2"
"No Diggity (Intro Clean)","89","Hip Hop","5:00:26 PM CDT","5:12:37 PM CDT","00:12:11","1"
"Doo Wop (That Thing)","100","R&B/Soul","5:04:19 PM CDT","5:12:39 PM CDT","00:08:20","2"
"Usher - Good Kisser (Official Audio)","98","","5:12:37 PM CDT","5:20:47 PM CDT","00:08:10","1"
"Don't Tell 'Em (Intro Clean)","98","R&B","5:13:17 PM CDT","5:18:43 PM CDT","00:05:26","2"
"Crazy in Love (feat. Jay-Z)","99","Pop","5:18:43 PM CDT","5:21:36 PM CDT","00:02:53","2"
"Freaky Friday (Intro Clean)","100","Hip Hop","5:20:47 PM CDT","5:23:19 PM CDT","00:02:32","1"
"I'm Sprung","100","R&B/Soul","5:21:36 PM CDT","5:23:37 PM CDT","00:02:01","2"
"Big Poppa (BPM Supreme 'Pool Side' Remix) (Dirty Extended)","100","Hip Hop","5:23:19 PM CDT","5:26:53 PM CDT","00:03:34","1"
"Big Poppa (BPM Supreme 'Pool Side' Remix) (Dirty Extended)","100","Hip Hop","5:23:37 PM CDT","5:26:24 PM CDT","00:02:47","2"
"A Bar Song (JD Live Lounge Edit Chrous Intro) Dirty","100","Country","5:26:24 PM CDT","5:46:02 PM CDT","00:19:38","2"
"Work It (Refresh Epic Intro) (Clean Extended)","102","Hip Hop","5:26:53 PM CDT","5:47:03 PM CDT","00:20:10","1"
"Take Me Thru Dere (Intro Clean)","72","Hip Hop","5:46:02 PM CDT","6:03:10 PM CDT","00:17:08","2"
"All I Do Is Win (Intro Dirty)","75","Hip Hop","5:57:51 PM CDT","6:01:22 PM CDT","00:03:31","1"
"Walk It Out (Intro Clean)","80","Hip Hop","6:01:22 PM CDT","6:03:58 PM CDT","00:02:36","1"
"Crank That (Soulja Boy)","70","","6:03:10 PM CDT","6:05:23 PM CDT","00:02:13","2"
"Man Down (Intro Dirty)","78","Reggae","6:03:58 PM CDT","6:06:28 PM CDT","00:02:30","1"
"Down On Me (Refresh Acapella Break) (Clean Extended)","80","Hip Hop","6:05:26 PM CDT","6:08:53 PM CDT","00:03:27","2"
"Sugar Were Goin Down (Epic In Clean CK Cut)","81","Pop Punk / EMO","6:07:22 PM CDT","6:09:40 PM CDT","00:02:18","1"
"It's Goin' Down (Refresh Epic Intro) (Dirty Extended)","84","Hip Hop","6:08:53 PM CDT","6:10:54 PM CDT","00:02:01","2"
"Teach Me How To Dougie (Intro Dirty)","85","Top 40","6:09:40 PM CDT","6:13:00 PM CDT","00:03:20","1"
"E.I. (Intro Dirty)","90","Hip Hop","6:11:16 PM CDT","6:14:57 PM CDT","00:03:41","2"
"Replay (Intro Clean)","91","R&B","6:13:00 PM CDT","6:16:25 PM CDT","00:03:25","1"
"Valet (Intro Clean)","94","R&B","6:14:57 PM CDT","6:17:16 PM CDT","00:02:19","2"
"Still Not A Player (Intro Clean)","94","Hip Hop","6:16:25 PM CDT","6:18:03 PM CDT","00:01:38","1"
"Return Of The Mack (Intro Clean)","95","R&B","6:17:16 PM CDT","6:19:12 PM CDT","00:01:56","2"
"NANi Vs Return of the Mack (Smassh Brunch n Beats Mix) Clean","95","Hip Hop","6:18:03 PM CDT","6:20:34 PM CDT","00:02:31","1"
"I'll Be There (You're All I Need To Get By) (Puff Daddy Mix) (Intro Dirty)","95","R&B","6:19:12 PM CDT","6:21:34 PM CDT","00:02:22","2"
"U Don't Have To Call (Intro Dirty)","100","R&B","6:20:50 PM CDT","6:23:08 PM CDT","00:02:18","1"
"Sunflower (Cesar Castilla Blend) (Clean Extended)","105","Afrobeat","6:22:06 PM CDT","6:23:50 PM CDT","00:01:44","2"
"Dangerous (Intro Dirty)","117","Hip Hop","6:23:08 PM CDT","6:24:55 PM CDT","00:01:47","1"
"Ghostbusters (Intro Clean)","116","Pop","6:23:50 PM CDT","6:26:00 PM CDT","00:02:10","2"
"American Boy (Intro Dirty)","118","Top 40","6:24:55 PM CDT","6:26:48 PM CDT","00:01:53","1"
"Thriller (Intro Clean)","118","Pop","6:26:00 PM CDT","6:29:00 PM CDT","00:03:00","2"
"Bad Romance (Intro Clean)","119","Pop","6:28:19 PM CDT","6:30:30 PM CDT","00:02:11","1"
"Don't Cha (Remix) (Intro Dirty)","120","R&B","6:29:00 PM CDT","6:32:37 PM CDT","00:03:37","2"
"Dynamite (Intro Clean)","120","Pop","6:30:51 PM CDT","6:35:25 PM CDT","00:04:34","1"
"Caroline (Intro Clean)","120","Hip Hop","6:33:06 PM CDT","6:36:57 PM CDT","00:03:51","2"
"Blurred Lines (Intro Outro) (Clean)","120","Mainstream","6:36:04 PM CDT","6:37:56 PM CDT","00:01:52","1"
"Scream & Shout (Intro Dirty)","130","Pop","6:36:57 PM CDT","6:38:50 PM CDT","00:01:53","2"
"Scream & Shout (Intro Clean)","130","Pop","6:37:56 PM CDT","6:40:45 PM CDT","00:02:49","1"
"Baby Got Back (Intro Clean)","128","Hip Hop","6:38:50 PM CDT","6:42:57 PM CDT","00:04:07","2"
"Glamorous (Intro Dirty)","131","Pop","6:40:45 PM CDT","6:44:54 PM CDT","00:04:09","1"
"The Way You Move (Party Essentials Remix) clean","126","R&B","6:42:57 PM CDT","6:47:18 PM CDT","00:04:21","2"
"Don't Stop The Music - Spryte Kick It With Me Edit","125","Dance","6:44:54 PM CDT","6:49:18 PM CDT","00:04:24","1"
"Right Round (Intro Dirty)","125","Pop","6:47:18 PM CDT","6:48:37 PM CDT","00:01:19","2"
"Mars (Pretty Boy Swag) (Clean Extended)","125","Tech House","6:48:37 PM CDT","6:51:27 PM CDT","00:02:50","2"
"Pretty Boy Swag (Intro Dirty)","124","Hip Hop","6:49:18 PM CDT","6:50:45 PM CDT","00:01:27","1"
"TiK ToK","120","Pop","6:50:45 PM CDT","6:52:52 PM CDT","00:02:07","1"
"Sugar (Intro Dirty)","120","Pop","6:51:33 PM CDT","6:54:10 PM CDT","00:02:37","2"
"So What (Intro Dirty)","120","Hip Hop","6:52:52 PM CDT","6:57:14 PM CDT","00:04:22","1"
"Cake By The Ocean (Intro Clean)","119","Top 40","6:54:10 PM CDT","6:54:51 PM CDT","00:00:41","2"
"Nissan Altima vs Nuevayol (Triple A Blend) (Clean Extended)","117","Latin Pop","6:54:51 PM CDT","6:56:10 PM CDT","00:01:19","2"
"Lottery (Intro Clean)","114","Hip Hop","6:56:10 PM CDT","6:58:14 PM CDT","00:02:04","2"
"Mutt (Bustin Timberfake Nu Disco Banger) Clean","120","Nu Disco","6:57:14 PM CDT","7:00:24 PM CDT","00:03:10","1"
"Mystical Magical (Intro Clean)","120","Pop","6:58:14 PM CDT","7:02:46 PM CDT","00:04:32","2"
"Taste (Intro Clean)","113","Pop","7:00:24 PM CDT","7:04:55 PM CDT","00:04:31","1"
"Boots On The Ground (Intro Clean)","111","R&B","7:02:46 PM CDT","7:06:59 PM CDT","00:04:13","2"
"Give It To Me (Refresh Epic Intro) (Clean Extended)","111","Pop","7:04:55 PM CDT","7:10:36 PM CDT","00:05:41","1"
"The Monster (Intro Clean)","110","Pop","7:06:59 PM CDT","7:13:58 PM CDT","00:06:59","2"
"Candy (Intro Clean)","110","R&B","7:10:36 PM CDT","7:14:51 PM CDT","00:04:15","1"
"Hollaback Girl (Intro Clean)","110","Pop","7:13:58 PM CDT","7:17:53 PM CDT","00:03:55","2"
"Here I Am (Intro Clean)","110","Hip Hop","7:14:51 PM CDT","7:20:09 PM CDT","00:05:18","1"
"Down (Intro Clean)","116","Pop","7:19:04 PM CDT","7:21:17 PM CDT","00:02:13","2"
"Dynamite (Intro Clean)","114","Pop","7:20:09 PM CDT","7:23:40 PM CDT","00:03:31","1"
"About Damn Time (Intro Dirty)","109","Pop","7:21:53 PM CDT","7:25:24 PM CDT","00:03:31","2"
"Rock With You (Hot Classics Remix) clean","114","R&B","7:23:40 PM CDT","7:28:02 PM CDT","00:04:22","1"
"One, Two Step (feat. Missy Elliott)","113","R&B/Soul","7:25:24 PM CDT","7:30:33 PM CDT","00:05:09","2"
"Poison (Intro Dirty)","112","R&B","7:28:02 PM CDT","7:32:59 PM CDT","00:04:57","1"
"Skate (New Jack Swing DJ Theo Tabora) (Clean Extended)","112","Dance Pop","7:30:33 PM CDT","7:33:46 PM CDT","00:03:13","2"
"Motownphilly (Intro Clean)","114","R&B","7:33:10 PM CDT","7:35:42 PM CDT","00:02:32","1"
"My Prerogative","110","","7:33:46 PM CDT","7:38:02 PM CDT","00:04:16","2"
"Hot In Herre (Intro Dirty)","107","Hip Hop","7:37:16 PM CDT","7:41:08 PM CDT","00:03:52","1"
"Living It Up (Intro Outro) (Clean)","106","Hip Hop","7:38:20 PM CDT","7:44:14 PM CDT","00:05:54","2"
"Finesse (Cesar Castilla Acapella Intro) (Dirty Extended)","105","Pop","7:41:08 PM CDT","7:46:54 PM CDT","00:05:46","1"
"Lovin on Me (Intro Dirty)","105","Hip Hop","7:44:14 PM CDT","7:49:26 PM CDT","00:05:12","2"
"Espresso (Ardent 'Black Coffee' Intro) Dirty","104","Pop / Top 40","7:46:54 PM CDT","7:50:54 PM CDT","00:04:00","1"
"House Party (Intro Clean)","104","Country","7:49:26 PM CDT","7:54:31 PM CDT","00:05:05","2"
"This Is How We Do It (Intro Clean)","104","Hip Hop","7:50:54 PM CDT","7:56:45 PM CDT","00:05:51","1"
"The Humpty Dance (Intro Clean)","104","Hip Hop","7:54:31 PM CDT","7:59:52 PM CDT","00:05:21","2"
"Fine China","104","R&B","7:56:45 PM CDT","8:01:58 PM CDT","00:05:13","1"
"Before I Let Go","103","Other","7:59:57 PM CDT","8:04:57 PM CDT","00:05:00","2"
"Before I Let Go (Funkymix by Stacy Mier)","103","Funkymix","8:01:58 PM CDT","8:06:45 PM CDT","00:04:47","1"
"Run It (Remix) (Intro Outro) (Clean)","101","R&B","8:05:24 PM CDT","8:09:34 PM CDT","00:04:10","2"
"Save A Horse (Ride A Cowboy) (Intro Clean)","102","Country","8:06:45 PM CDT","8:13:11 PM CDT","00:06:26","1"
"They Reminisce Over You (T.R.O.Y.) (Intro Clean)","102","Hip Hop","8:09:34 PM CDT","8:14:41 PM CDT","00:05:07","2"
"Party Up (Up In Here) (Intro Clean)","101","Hip Hop","8:13:11 PM CDT","8:16:14 PM CDT","00:03:03","1"
"I Wanna Love You (Intro Clean)","100","Hip Hop","8:14:44 PM CDT","8:17:58 PM CDT","00:03:14","2"
